length,cul_matl,cul_type,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,State,Age,Cul_rating
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
24.2,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,80,1
27.0,Unreinforced Concrete,Box,Well drained,23.4,7.8,6.5,Clay Loam,,1,94,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
74.8,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,63,1
36.9,Unreinforced Concrete,Box,Well drained,19.9,7.5,0.3,Clay Loam,,1,80,1
22.0,Corrugated Steel,Round,Moderately well drained,13.0,7.5,0.0,Loam,,1,75,1
43.0,Unreinforced Concrete,Box,Moderately well drained,22.3,8.4,9.4,Clay Loam,,1,29,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
24.5,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
21.0,Unreinforced Concrete,Box,Well drained,11.2,7.8,0.0,Fine Sandy Loam,,1,57,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
44.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
24.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
22.0,Corrugated Steel,Round,Moderately well drained,13.0,7.5,0.0,Loam,,1,75,1
24.5,Corrugated Steel,Round,Poorly drained,12.9,7.9,2.0,Fine Sandy Loam,Frequent,1,73,1
50.0,Steel Plate,Round,Well drained,8.4,6.9,0.0,Gravelly Loam,,3,23,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
86.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,37,1
21.7,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,83,1
40.0,Corrugated Steel,Round,Well drained,2.4,5.4,0.0,Fine Sandy Loam,,2,56,1
27.0,Unreinforced Concrete,Box,Well drained,23.4,7.8,6.5,Clay Loam,,1,94,1
42.0,Unreinforced Concrete,Box,Well drained,10.3,8.9,9.6,Loam,,1,42,1
20.9,Unreinforced Concrete,Box,Well drained,7.3,7.0,0.0,Sandy Loam,,1,46,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
40.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Silt Loam,,2,26,1
20.0,Unreinforced Concrete,Box,Well drained,11.9,8.2,1.0,Clay Loam,,1,40,1
114.0,Reinforced Concrete,Round,Well drained,5.3,8.5,7.6,Fine Sandy Loam,,3,33,1
24.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
34.9,Unreinforced Concrete,Box,Well drained,11.5,8.0,0.1,Sandy Loam,,1,94,1
25.0,Steel Plate,Arch,Well drained,13.9,7.9,1.0,Variable,,1,62,1
30.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,34,1
21.0,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
23.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
50.0,Steel Plate,Round,Well drained,8.4,6.9,0.0,Gravelly Loam,,3,23,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
43.2,Reinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,41,1
100.0,Steel Plate,Round,Somewhat excessively drained,8.1,7.5,0.0,Sandy Loam,,3,36,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
40.0,Corrugated Steel,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,46,1
43.0,Unreinforced Concrete,Box,Moderately well drained,22.3,8.4,9.4,Clay Loam,,1,29,1
42.0,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,52,1
50.0,High Density Polyethylene,Round,Somewhat excessively drained,2.4,7.6,1.0,Loamy Fine Sand,,3,35,1
54.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,58,1
80.0,Unreinforced Concrete,Box,Well drained,11.6,8.2,2.0,Fine Sandy Loam,,1,33,1
29.0,Unreinforced Concrete,Box,Well drained,7.0,7.8,0.6,Cobbly Loam,,1,82,1
80.0,Unreinforced Concrete,Box,Well drained,11.6,8.2,2.0,Fine Sandy Loam,,1,33,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
31.5,Unreinforced Concrete,Box,Well drained,13.3,8.2,6.0,Silt Loam,Frequent,1,45,1
59.0,Unreinforced Concrete,Box,Well drained,21.9,8.1,0.9,Clay Loam,,1,18,1
44.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,36,1
50.0,High Density Polyethylene,Round,Somewhat excessively drained,2.4,7.6,1.0,Loamy Fine Sand,,3,35,1
207.0,Reinforced Concrete,Round,Well drained,3.2,8.3,0.0,Fine Sandy Loam,,3,36,1
22.6,Unreinforced Concrete,Box,Poorly drained,6.7,6.9,0.0,Loam,Occasional,1,62,1
44.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,36,1
83.0,Corrugated Steel,Round,Well drained,13.9,8.3,1.9,Fine Sandy Loam,rare,1,40,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
32.0,Corrugated Steel,Round,Well drained,9.6,7.7,0.0,Silt Loam,,1,65,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
207.0,Reinforced Concrete,Round,Well drained,3.2,8.3,0.0,Fine Sandy Loam,,3,36,1
43.2,Reinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,41,1
80.0,Unreinforced Concrete,Box,Well drained,11.6,8.2,2.0,Fine Sandy Loam,,1,33,1
25.0,Steel Plate,Arch,Well drained,13.9,7.9,1.0,Variable,,1,62,1
45.0,High Density Polyethylene,Round,Well drained,16.6,8.7,23.4,Silt Loam,,3,6,1
15.0,Steel Plate,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,60,1
22.6,Unreinforced Concrete,Box,Poorly drained,6.7,6.9,0.0,Loam,Occasional,1,62,1
30.0,Corrugated Steel,Round,Well drained,15.8,8.3,10.0,Clay,,1,41,1
43.2,Reinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,41,1
23.0,Unreinforced Concrete,Box,Moderately well drained,7.2,7.9,4.6,Clay Loam,Occasional,1,43,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
35.4,Steel Plate,Arch,Well drained,8.3,6.7,0.0,Loamy Sand,,1,64,1
20.0,Steel Plate,Round,Well drained,6.0,7.1,0.0,Silt Loam,,2,46,1
29.0,Unreinforced Concrete,Box,Well drained,7.0,7.8,0.6,Cobbly Loam,,1,82,1
94.4,Unreinforced Concrete,Box,Well drained,14.1,9.1,16.1,Fine Sandy Loam,,1,30,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
74.8,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,63,1
25.0,Steel Plate,Arch,Well drained,13.9,7.9,1.0,Variable,,1,62,1
20.0,Steel Plate,Round,Well drained,6.0,7.1,0.0,Silt Loam,,2,46,1
22.0,Unreinforced Concrete,Box,Well drained,5.3,8.0,0.6,Sandy Loam,,1,51,1
40.0,Corrugated Steel,Round,Well drained,3.5,5.4,0.0,Moderately Decomposed Plant Material,,2,28,1
29.7,Unreinforced Concrete,Box,Well drained,15.8,8.2,0.5,Loam,,1,57,1
50.0,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very Gravelly Loam,,3,57,1
34.9,Unreinforced Concrete,Box,Excessively drained,1.0,7.9,0.9,Gravelly Sand,,1,50,1
86.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,37,1
35.4,Corrugated Steel,Round,Well drained,10.5,8.0,0.8,Loam,,1,66,1
46.8,Unreinforced Concrete,Box,Well drained,20.5,8.2,0.1,Clay Loam,,1,44,1
40.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,42,1
27.0,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
80.0,Unreinforced Concrete,Box,Well drained,11.6,8.2,2.0,Fine Sandy Loam,,1,33,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
200.0,Corrugated Steel,Round,Well drained,13.8,7.0,0.0,Loam,,3,35,1
35.4,Corrugated Steel,Round,Well drained,10.5,8.0,0.8,Loam,,1,66,1
48.0,Unreinforced Concrete,Box,Poorly drained,8.6,7.2,0.0,Mucky Peat,Occasional,1,43,1
94.4,Unreinforced Concrete,Box,Well drained,14.1,9.1,16.1,Fine Sandy Loam,,1,30,1
35.5,Corrugated Steel,Round,Well drained,10.5,8.0,0.8,Loam,,1,66,1
207.0,Reinforced Concrete,Round,Well drained,3.2,8.3,0.0,Fine Sandy Loam,,3,36,1
40.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,42,1
33.5,Unreinforced Concrete,Box,Poorly drained,17.1,7.0,0.0,Clay Loam,Occasional,1,71,1
29.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
35.5,Corrugated Steel,Round,Well drained,10.5,8.0,0.8,Loam,,1,66,1
44.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
29.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
45.0,Corrugated Steel,Round,Well drained,8.6,5.4,0.0,Moderately Decomposed Plant Material,,2,38,1
86.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,37,1
60.0,Corrugated Steel,Round,Well drained,2.6,5.6,0.0,Fine Sandy Loam,Frequent,2,38,1
27.0,Unreinforced Concrete,Box,Well drained,23.4,7.8,6.5,Clay Loam,,1,94,1
42.0,Unreinforced Concrete,Box,Well drained,10.3,8.9,9.6,Loam,,1,42,1
20.0,Unreinforced Concrete,Box,Well drained,11.9,8.2,1.0,Clay Loam,,1,40,1
23.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
47.0,Corrugated Steel,Round,Well drained,8.6,5.4,0.0,Moderately Decomposed Plant Material,,2,41,1
22.0,Unreinforced Concrete,Box,Well drained,5.3,8.0,0.6,Sandy Loam,,1,51,1
40.0,Corrugated Steel,Round,Well drained,3.5,5.4,0.0,Moderately Decomposed Plant Material,,2,28,1
24.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
15.0,Steel Plate,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,60,1
25.0,Corrugated Steel,Round,Well drained,15.3,7.6,1.0,Loam,rare,1,52,1
30.0,High Density Polyethylene,Round,Well drained,10.0,4.8,0.0,Moderately Decomposed Plant Material,,2,34,1
21.7,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,83,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
44.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
44.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
40.0,Corrugated Steel,Round,Well drained,3.5,5.4,0.0,Moderately Decomposed Plant Material,,2,28,1
24.2,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,80,1
80.0,High Density Polyethylene,Round,Well drained,7.4,8.5,1.6,Silt Loam,,3,35,1
32.7,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
60.0,Corrugated Steel,Round,Well drained,2.6,5.6,0.0,Fine Sandy Loam,Frequent,2,38,1
50.0,Steel Plate,Round,Well drained,8.4,6.9,0.0,Gravelly Loam,,3,23,1
83.0,Corrugated Steel,Round,Well drained,13.9,8.3,1.9,Fine Sandy Loam,rare,1,40,1
27.0,Unreinforced Concrete,Box,Very poorly drained,5.3,7.3,0.1,Loam,Frequent,1,85,1
46.8,Unreinforced Concrete,Box,Well drained,20.5,8.2,0.1,Clay Loam,,1,44,1
40.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Silt Loam,,2,26,1
21.0,Unreinforced Concrete,Box,Well drained,11.2,7.8,0.0,Fine Sandy Loam,,1,57,1
23.0,Unreinforced Concrete,Box,Moderately well drained,7.2,7.9,4.6,Clay Loam,Occasional,1,43,1
15.0,Steel Plate,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,60,1
29.7,Unreinforced Concrete,Box,Well drained,15.8,8.2,0.5,Loam,,1,57,1
43.2,Reinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,41,1
24.0,Unreinforced Concrete,Box,Poorly drained,2.3,7.2,0.0,Gravelly Loam,Frequent,1,84,1
40.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,27,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
21.0,Unreinforced Concrete,Box,Somewhat excessively drained,2.5,8.1,0.0,Gravelly Sandy Loam,,1,57,1
73.0,Corrugated Steel,Arch,Well drained,16.6,8.7,23.4,Silt Loam,,3,25,1
20.0,Steel Plate,Round,Well drained,6.0,7.1,0.0,Silt Loam,,2,46,1
74.8,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,63,1
32.6,Unreinforced Concrete,Box,Somewhat excessively drained,4.8,7.0,0.0,Loamy Sand,,1,74,1
29.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
24.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
20.0,Steel Plate,Round,Well drained,6.0,7.1,0.0,Silt Loam,,2,46,1
29.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
24.5,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
24.0,Unreinforced Concrete,Box,Poorly drained,2.3,7.2,0.0,Gravelly Loam,Frequent,1,84,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
40.0,Corrugated Steel,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,43,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
32.0,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,55,1
74.8,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,63,1
25.0,Steel Plate,Arch,Well drained,13.9,7.9,1.0,Variable,,1,62,1
29.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
40.0,Corrugated Steel,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,56,1
27.0,Corrugated Steel,Round,Moderately well drained,5.3,5.5,0.0,Fine Sandy Loam,,2,56,1
38.0,Unreinforced Concrete,Box,Well drained,20.7,7.3,0.7,Clay Loam,rare,1,50,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
22.6,Unreinforced Concrete,Box,Poorly drained,6.7,6.9,0.0,Loam,Occasional,1,62,1
21.0,Unreinforced Concrete,Box,Poorly drained,14.3,8.5,12.0,Variable,Frequent,1,61,1
200.0,Corrugated Steel,Round,Well drained,13.8,7.0,0.0,Loam,,3,35,1
28.0,Corrugated Steel,Round,Well drained,9.2,8.1,0.9,Fine Sandy Loam,,1,65,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
27.0,Unreinforced Concrete,Box,Very poorly drained,5.3,7.3,0.1,Loam,Frequent,1,85,1
50.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,27,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
24.5,Corrugated Steel,Round,Poorly drained,12.9,7.9,2.0,Fine Sandy Loam,Frequent,1,73,1
24.0,Unreinforced Concrete,Box,Poorly drained,2.3,7.2,0.0,Gravelly Loam,Frequent,1,84,1
50.0,Reinforced Concrete,Round,Somewhat excessively drained,2.5,8.5,4.0,Fine Sand,,3,43,1
24.0,Unreinforced Concrete,Box,Poorly drained,2.3,7.2,0.0,Gravelly Loam,Frequent,1,84,1
74.8,Unreinforced Concrete,Box,Well drained,12.8,8.4,1.8,Loam,Occasional,1,63,1
32.0,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,83,1
100.0,Steel Plate,Round,Somewhat excessively drained,8.1,7.5,0.0,Sandy Loam,,3,36,1
28.0,Unreinforced Concrete,Box,Well drained,10.8,8.2,0.5,Silt Loam,,1,47,1
48.0,Unreinforced Concrete,Box,Poorly drained,8.6,7.2,0.0,Mucky Peat,Occasional,1,43,1
23.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
43.0,Unreinforced Concrete,Box,Moderately well drained,22.3,8.4,9.4,Clay Loam,,1,29,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
80.0,Unreinforced Concrete,Box,Well drained,11.6,8.2,2.0,Fine Sandy Loam,,1,33,1
20.0,Steel Plate,Round,Well drained,6.0,7.1,0.0,Silt Loam,,2,46,1
40.0,Corrugated Steel,Round,Moderately well drained,5.9,5.4,0.0,Fine Sandy Loam,,2,43,1
33.5,Unreinforced Concrete,Box,Poorly drained,17.1,7.0,0.0,Clay Loam,Occasional,1,71,1
47.0,Corrugated Steel,Round,Well drained,8.6,5.4,0.0,Moderately Decomposed Plant Material,,2,41,1
32.0,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,83,1
25.0,Steel Plate,Arch,Well drained,13.9,7.9,1.0,Variable,,1,62,1
29.0,Unreinforced Concrete,Box,Well drained,7.0,7.8,0.6,Cobbly Loam,,1,82,1
45.0,Corrugated Steel,Round,Well drained,8.6,5.4,0.0,Moderately Decomposed Plant Material,,2,38,1
40.0,High Density Polyethylene,Round,Poorly drained,5.0,5.5,0.0,Slightly Decomposed Plant Material,,2,56,1
73.0,Corrugated Steel,Arch,Well drained,16.6,8.7,23.4,Silt Loam,,3,25,1
40.0,Corrugated Steel,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,56,1
32.6,Unreinforced Concrete,Box,Somewhat excessively drained,4.8,7.0,0.0,Loamy Sand,,1,74,1
27.0,Corrugated Steel,Round,Moderately well drained,5.3,5.5,0.0,Fine Sandy Loam,,2,56,1
40.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,42,1
42.0,Unreinforced Concrete,Box,Well drained,10.3,8.9,9.6,Loam,,1,42,1
33.5,Unreinforced Concrete,Box,Poorly drained,17.1,7.0,0.0,Clay Loam,Occasional,1,71,1
23.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
40.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,44,1
24.0,Unreinforced Concrete,Box,Somewhat poorly drained,3.0,7.5,0.7,Fine Sandy Loam,Frequent,1,52,1
44.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,36,1
40.0,Corrugated Steel,Round,Moderately well drained,6.6,6.9,0.0,Silt Loam,,2,42,1
32.0,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,55,1
25.0,Corrugated Steel,Round,Well drained,15.3,7.6,1.0,Loam,rare,1,52,1
22.0,Unreinforced Concrete,Box,Well drained,5.3,8.0,0.6,Sandy Loam,,1,51,1
50.0,High Density Polyethylene,Round,Somewhat excessively drained,2.4,7.6,1.0,Loamy Fine Sand,,3,35,1
50.0,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very Gravelly Loam,,3,57,1
40.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Silt Loam,,2,26,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
30.8,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,89,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
40.0,Corrugated Steel,Round,Well drained,4.5,5.6,0.0,Silt Loam,,2,26,1
44.5,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,70,1
21.7,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,63,1
24.2,Unreinforced Concrete,Box,Poorly drained,11.1,6.1,0.0,Moderately Decomposed Plant Material,Occasional,1,80,1
50.0,Corrugated Steel,Round,Somewhat excessively drained,5.3,8.8,1.9,Very Gravelly Loam,,3,57,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
43.0,Unreinforced Concrete,Box,Moderately well drained,22.3,8.4,9.4,Clay Loam,,1,29,1
30.0,Unreinforced Concrete,Box,Well drained,14.0,7.8,4.8,Loam,rare,1,85,1
94.4,Unreinforced Concrete,Box,Well drained,14.1,9.1,16.1,Fine Sandy Loam,,1,30,1
54.0,Unreinforced Concrete,Box,Well drained,12.8,8.3,1.7,Loam,Occasional,1,58,1
80.0,High Density Polyethylene,Round,Well drained,7.4,8.5,1.6,Silt Loam,,3,35,1
21.0,Unreinforced Concrete,Box,Poorly drained,14.3,8.5,12.0,Variable,Frequent,1,61,1
15.0,Steel Plate,Round,Moderately well drained,7.5,6.2,0.0,Loam,,2,60,1
42.0,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,52,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
30.0,Corrugated Steel,Round,Well drained,15.8,8.3,10.0,Clay,,1,41,1
38.0,Unreinforced Concrete,Box,Well drained,20.7,7.3,0.7,Clay Loam,rare,1,50,1
25.0,Unreinforced Concrete,Box,Well drained,17.6,8.8,7.7,Loam,,1,41,1
50.0,Steel Plate,Round,Well drained,8.4,6.9,0.0,Gravelly Loam,,3,23,1
45.0,Corrugated Steel,Round,Well drained,7.8,5.2,0.0,Very Fine Sandy Loam,,2,46,1
21.7,Unreinforced Concrete,Box,Somewhat excessively drained,2.3,7.2,0.0,Variable,Occasional,1,83,1
27.0,Unreinforced Concrete,Box,Well drained,23.4,7.8,6.5,Clay Loam,,1,94,1
50.0,High Density Polyethylene,Round,Moderately well drained,3.4,5.1,0.0,Moderately Decomposed Plant Material,,2,27,1
31.5,Unreinforced Concrete,Box,Well drained,13.3,8.2,6.0,Silt Loam,Frequent,1,45,1
27.0,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
32.0,Unreinforced Concrete,Box,Well drained,23.2,8.5,5.0,Silty Clay Loam,Occasional,1,83,1
200.0,Corrugated Steel,Round,Well drained,13.8,7.0,0.0,Loam,,3,35,1
32.7,Unreinforced Concrete,Box,Somewhat excessively drained,8.0,6.1,0.0,Slightly Decomposed Plant Material,,1,57,1
40.0,Corrugated Steel,Round,Well drained,7.5,5.3,0.0,Fine Sandy Loam,,2,46,1
28.0,Corrugated Steel,Round,Well drained,9.2,8.1,0.9,Fine Sandy Loam,,1,65,1
45.0,High Density Polyethylene,Round,Well drained,16.6,8.7,23.4,Silt Loam,,3,6,1
60.0,Corrugated Steel,Round,Well drained,2.6,5.6,0.0,Fine Sandy Loam,Frequent,2,38,1
44.0,Unreinforced Concrete,Arch,Well drained,13.7,7.9,1.0,Loam,rare,1,101,1
21.0,Unreinforced Concrete,Box,Well drained,11.2,7.8,0.0,Fine Sandy Loam,,1,57,1
47.0,Corrugated Steel,Round,Well drained,8.6,5.4,0.0,Moderately Decomposed Plant Material,,2,41,1
44.4,Unreinforced Concrete,Box,Poorly drained,6.7,7.2,0.0,Loam,Occasional,1,36,1
29.0,Unreinforced Concrete,Box,Well drained,7.0,7.8,0.6,Cobbly Loam,,1,82,1
40.0,Corrugated Steel,Round,Moderately well drained,4.6,4.8,0.0,Fine Sandy Loam,,2,34,1
48.0,Unreinforced Concrete,Box,Poorly drained,8.6,7.2,0.0,Mucky Peat,Occasional,1,43,1
114.0,Reinforced Concrete,Round,Well drained,5.3,8.5,7.6,Fine Sandy Loam,,3,33,1
21.0,Unreinforced Concrete,Box,Poorly drained,14.3,8.5,12.0,Variable,Frequent,1,61,1
43.2,Reinforced Concrete,Box,Well drained,10.2,8.1,2.2,Loam,rare,1,41,1
23.0,Unreinforced Concrete,Box,Moderately well drained,7.2,7.9,4.6,Clay Loam,Occasional,1,43,1
35.4,Steel Plate,Arch,Well drained,8.3,6.7,0.0,Loamy Sand,,1,64,1
80.0,High Density Polyethylene,Round,Well drained,7.4,8.5,1.6,Silt Loam,,3,35,1
